"site","burial","age","section","half_A_B","half_C_D","element_1","total_element"
"VFT","8","Adult ","central",NA,NA,"SB",23
"VFT","8","Adult ","central",NA,NA,"SB",23
"VFT","8","Adult ","central",NA,NA,"SB",23
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","SB",45
"VFT","8","Adult ","central","half_A","half_D","UL",1
"VFT","8","Adult ","central","half_A","half_D","T",5
"VFT","8","Adult ","central","half_A","half_D","T",5
"VFT","8","Adult ","central","half_A","half_D","T",5
"VFT","8","Adult ","central","half_A","half_D","T",5
"VFT","8","Adult ","central","half_A","half_D","T",5
"VFT","8","Adult ","central","half_A","half_D","LL",1
"VFT","8","Adult ","central","half_A","half_D","CB",1
"VFT","8","Adult ","central","half_A","half_D","T",1
"VFT","8","Adult ","central","half_A","half_D","UL",1
"VFT","8","Adult ","central","half_A","half_D","T",1
"VFT","8","Adult ","central","half_A","half_D","CB",1
"VFT","8","Adult ","central","half_A","half_D","T",1
"VFT","8","Adult ","central","half_A","half_D","CB",16
"VFT","8","Adult ","central","half_A","half_D","CB",16
"VFT","8","Adult ","central","half_A","half_D","CB",16
"VFT","8","Adult ","central","half_A","half_D","CB",16
"VFT","8","Adult ","central","half_A","half_D","CB",16
"VFT","8","Adult ","central","half_A","half_D","CB",16
"VFT","8","Adult ","central","half_A","half_D","CB",16
"VFT","8","Adult ","central","half_A","half_D","CB",16
"VFT","8","Adult ","central","half_A","half_D","CB",16
"VFT","8","Adult ","central","half_A","half_D","CB",16
"VFT","8","Adult ","central","half_A","half_D","CB",16
"VFT","8","Adult ","central","half_A","half_D","CB",16
"VFT","8","Adult ","central","half_A","half_D","CB",16
"VFT","8","Adult ","central","half_A","half_D","CB",16
"VFT","8","Adult ","central","half_A","half_D","CB",16
"VFT","8","Adult ","central","half_A","half_D","CB",16
"VFT","8","Adult ","central","half_A","half_D","T",1
"VFT","8","Adult ","central","half_A","half_D","LL",1
"VFT","8","Adult ","central","half_A","half_D","SB",1
"VFT","8","Adult ","central","half_B","half_D","CB",1
"VFT","8","Adult ","central","half_B","half_D","UL",3
"VFT","8","Adult ","central","half_B","half_D","UL",3
"VFT","8","Adult ","central","half_B","half_D","UL",3
"VFT","8","Adult ","central","half_B","half_D","UL",1
"VFT","8","Adult ","central","half_B","half_D","T",1
"VFT","8","Adult ","central","half_B","half_D","CB",1
"VFT","8","Adult ","central","half_B","half_D","CB",1
"VFT","8","Adult ","central","half_B","half_D","CB",1
"VFT","8","Adult ","central","half_B","half_D","T",1
"VFT","8","Adult ","central","half_B","half_D","CB",1
"VFT","8","Adult ","central","half_B","half_D","T",1
"VFT","8","Adult ","central","half_B","half_D","T",1
"VFT","8","Adult ","central","half_B","half_D","UL",1
"VFT","8","Adult ","central","half_B","half_D","T",1
"VFT","8","Adult ","central","half_B","half_D","T",1
"VFT","8","Adult ","central","half_B","half_D","T",1
"VFT","8","Adult ","central","half_B","half_D","T",1
"VFT","8","Adult ","central","half_B","half_D","T",1
"VFT","8","Adult ","central","half_B","half_D","T",1
"VFT","8","Adult ","central","half_B","half_D","T",14
"VFT","8","Adult ","central","half_B","half_D","T",14
"VFT","8","Adult ","central","half_B","half_D","T",14
"VFT","8","Adult ","central","half_B","half_D","T",14
"VFT","8","Adult ","central","half_B","half_D","T",14
"VFT","8","Adult ","central","half_B","half_D","T",14
"VFT","8","Adult ","central","half_B","half_D","T",14
"VFT","8","Adult ","central","half_B","half_D","T",14
"VFT","8","Adult ","central","half_B","half_D","T",14
"VFT","8","Adult ","central","half_B","half_D","T",14
"VFT","8","Adult ","central","half_B","half_D","T",14
"VFT","8","Adult ","central","half_B","half_D","T",14
"VFT","8","Adult ","central","half_B","half_D","T",14
"VFT","8","Adult ","central","half_B","half_D","T",14
"VFT","8","Adult ","central","half_B","half_D","T",1
"VFT","8","Adult ","central","half_B","half_D","CB",18
"VFT","8","Adult ","central","half_B","half_D","CB",18
"VFT","8","Adult ","central","half_B","half_D","CB",18
"VFT","8","Adult ","central","half_B","half_D","CB",18
"VFT","8","Adult ","central","half_B","half_D","CB",18
"VFT","8","Adult ","central","half_B","half_D","CB",18
"VFT","8","Adult ","central","half_B","half_D","CB",18
"VFT","8","Adult ","central","half_B","half_D","CB",18
"VFT","8","Adult ","central","half_B","half_D","CB",18
"VFT","8","Adult ","central","half_B","half_D","CB",18
"VFT","8","Adult ","central","half_B","half_D","CB",18
"VFT","8","Adult ","central","half_B","half_D","CB",18
"VFT","8","Adult ","central","half_B","half_D","CB",18
"VFT","8","Adult ","central","half_B","half_D","CB",18
"VFT","8","Adult ","central","half_B","half_D","CB",18
"VFT","8","Adult ","central","half_B","half_D","CB",18
"VFT","8","Adult ","central","half_B","half_D","CB",18
"VFT","8","Adult ","central","half_B","half_D","CB",18
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_D","SB",104
"VFT","8","Adult ","central","half_B","half_C","UL",1
"VFT","8","Adult ","central","half_B","half_C","T",22
"VFT","8","Adult ","central","half_B","half_C","T",22
"VFT","8","Adult ","central","half_B","half_C","T",22
"VFT","8","Adult ","central","half_B","half_C","T",22
"VFT","8","Adult ","central","half_B","half_C","T",22
"VFT","8","Adult ","central","half_B","half_C","T",22
"VFT","8","Adult ","central","half_B","half_C","T",22
"VFT","8","Adult ","central","half_B","half_C","T",22
"VFT","8","Adult ","central","half_B","half_C","T",22
"VFT","8","Adult ","central","half_B","half_C","T",22
"VFT","8","Adult ","central","half_B","half_C","T",22
"VFT","8","Adult ","central","half_B","half_C","T",22
"VFT","8","Adult ","central","half_B","half_C","T",22
"VFT","8","Adult ","central","half_B","half_C","T",22
"VFT","8","Adult ","central","half_B","half_C","T",22
"VFT","8","Adult ","central","half_B","half_C","T",22
"VFT","8","Adult ","central","half_B","half_C","T",22
"VFT","8","Adult ","central","half_B","half_C","T",22
"VFT","8","Adult ","central","half_B","half_C","T",22
"VFT","8","Adult ","central","half_B","half_C","T",22
"VFT","8","Adult ","central","half_B","half_C","T",22
"VFT","8","Adult ","central","half_B","half_C","T",22
"VFT","8","Adult ","central","half_B","half_C","T",1
"VFT","8","Adult ","central","half_B","half_C","T",1
"VFT","8","Adult ","central","half_B","half_C","T",1
"VFT","8","Adult ","central","half_B","half_C","T",7
"VFT","8","Adult ","central","half_B","half_C","T",7
"VFT","8","Adult ","central","half_B","half_C","T",7
"VFT","8","Adult ","central","half_B","half_C","T",7
"VFT","8","Adult ","central","half_B","half_C","T",7
"VFT","8","Adult ","central","half_B","half_C","T",7
"VFT","8","Adult ","central","half_B","half_C","T",7
"VFT","8","Adult ","central","half_B","half_C","T",2
"VFT","8","Adult ","central","half_B","half_C","T",2
"VFT","8","Adult ","central","half_B","half_C","T",3
"VFT","8","Adult ","central","half_B","half_C","T",3
"VFT","8","Adult ","central","half_B","half_C","T",3
"VFT","8","Adult ","central","half_B","half_C","T",1
"VFT","8","Adult ","central","half_B","half_C","T",2
"VFT","8","Adult ","central","half_B","half_C","T",2
"VFT","8","Adult ","central","half_B","half_C","T",1
"VFT","8","Adult ","central","half_B","half_C","UL",1
"VFT","8","Adult ","central","half_B","half_C","LL",2
"VFT","8","Adult ","central","half_B","half_C","LL",2
"VFT","8","Adult ","central","half_B","half_C","LL",1
"VFT","8","Adult ","central","half_B","half_C","LL",1
"VFT","8","Adult ","central","half_B","half_C","LL",1
"VFT","8","Adult ","central","half_B","half_C","CB",1
"VFT","8","Adult ","central","half_B","half_C","CB",1
"VFT","8","Adult ","central","half_B","half_C","CB",30
"VFT","8","Adult ","central","half_B","half_C","CB",30
"VFT","8","Adult ","central","half_B","half_C","CB",30
"VFT","8","Adult ","central","half_B","half_C","CB",30
"VFT","8","Adult ","central","half_B","half_C","CB",30
"VFT","8","Adult ","central","half_B","half_C","CB",30
"VFT","8","Adult ","central","half_B","half_C","CB",30
"VFT","8","Adult ","central","half_B","half_C","CB",30
"VFT","8","Adult ","central","half_B","half_C","CB",30
"VFT","8","Adult ","central","half_B","half_C","CB",30
"VFT","8","Adult ","central","half_B","half_C","CB",30
"VFT","8","Adult ","central","half_B","half_C","CB",30
"VFT","8","Adult ","central","half_B","half_C","CB",30
"VFT","8","Adult ","central","half_B","half_C","CB",30
"VFT","8","Adult ","central","half_B","half_C","CB",30
"VFT","8","Adult ","central","half_B","half_C","CB",30
"VFT","8","Adult ","central","half_B","half_C","CB",30
"VFT","8","Adult ","central","half_B","half_C","CB",30
"VFT","8","Adult ","central","half_B","half_C","CB",30
"VFT","8","Adult ","central","half_B","half_C","CB",30
"VFT","8","Adult ","central","half_B","half_C","CB",30
"VFT","8","Adult ","central","half_B","half_C","CB",30
"VFT","8","Adult ","central","half_B","half_C","CB",30
"VFT","8","Adult ","central","half_B","half_C","CB",30
"VFT","8","Adult ","central","half_B","half_C","CB",30
"VFT","8","Adult ","central","half_B","half_C","CB",30
"VFT","8","Adult ","central","half_B","half_C","CB",30
"VFT","8","Adult ","central","half_B","half_C","CB",30
"VFT","8","Adult ","central","half_B","half_C","CB",30
"VFT","8","Adult ","central","half_B","half_C","CB",30
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_B","half_C","SB",72
"VFT","8","Adult ","central","half_A","half_C","UL",1
"VFT","8","Adult ","central","half_A","half_C","CB",2
"VFT","8","Adult ","central","half_A","half_C","CB",2
"VFT","8","Adult ","central","half_A","half_C","UL",1
"VFT","8","Adult ","central","half_A","half_C","T",10
"VFT","8","Adult ","central","half_A","half_C","T",10
"VFT","8","Adult ","central","half_A","half_C","T",10
"VFT","8","Adult ","central","half_A","half_C","T",10
"VFT","8","Adult ","central","half_A","half_C","T",10
"VFT","8","Adult ","central","half_A","half_C","T",10
"VFT","8","Adult ","central","half_A","half_C","T",10
"VFT","8","Adult ","central","half_A","half_C","T",10
"VFT","8","Adult ","central","half_A","half_C","T",10
"VFT","8","Adult ","central","half_A","half_C","T",10
"VFT","8","Adult ","central","half_A","half_C","T",2
"VFT","8","Adult ","central","half_A","half_C","T",2
"VFT","8","Adult ","central","half_A","half_C","LL",1
"VFT","8","Adult ","central","half_A","half_C","LL",1
"VFT","8","Adult ","central","half_A","half_C","LL",2
"VFT","8","Adult ","central","half_A","half_C","LL",2
"VFT","8","Adult ","central","half_A","half_C","LL",1
"VFT","8","Adult ","central","half_A","half_C","T",2
"VFT","8","Adult ","central","half_A","half_C","T",2
"VFT","8","Adult ","central","half_A","half_C","T",2
"VFT","8","Adult ","central","half_A","half_C","T",2
"VFT","8","Adult ","central","half_A","half_C","T",3
"VFT","8","Adult ","central","half_A","half_C","T",3
"VFT","8","Adult ","central","half_A","half_C","T",3
"VFT","8","Adult ","central","half_A","half_C","T",3
"VFT","8","Adult ","central","half_A","half_C","T",3
"VFT","8","Adult ","central","half_A","half_C","T",3
"VFT","8","Adult ","central","half_A","half_C","T",1
"VFT","8","Adult ","central","half_A","half_C","LL",1
"VFT","8","Adult ","central","half_A","half_C","CB",28
"VFT","8","Adult ","central","half_A","half_C","CB",28
"VFT","8","Adult ","central","half_A","half_C","CB",28
"VFT","8","Adult ","central","half_A","half_C","CB",28
"VFT","8","Adult ","central","half_A","half_C","CB",28
"VFT","8","Adult ","central","half_A","half_C","CB",28
"VFT","8","Adult ","central","half_A","half_C","CB",28
"VFT","8","Adult ","central","half_A","half_C","CB",28
"VFT","8","Adult ","central","half_A","half_C","CB",28
"VFT","8","Adult ","central","half_A","half_C","CB",28
"VFT","8","Adult ","central","half_A","half_C","CB",28
"VFT","8","Adult ","central","half_A","half_C","CB",28
"VFT","8","Adult ","central","half_A","half_C","CB",28
"VFT","8","Adult ","central","half_A","half_C","CB",28
"VFT","8","Adult ","central","half_A","half_C","CB",28
"VFT","8","Adult ","central","half_A","half_C","CB",28
"VFT","8","Adult ","central","half_A","half_C","CB",28
"VFT","8","Adult ","central","half_A","half_C","CB",28
"VFT","8","Adult ","central","half_A","half_C","CB",28
"VFT","8","Adult ","central","half_A","half_C","CB",28
"VFT","8","Adult ","central","half_A","half_C","CB",28
"VFT","8","Adult ","central","half_A","half_C","CB",28
"VFT","8","Adult ","central","half_A","half_C","CB",28
"VFT","8","Adult ","central","half_A","half_C","CB",28
"VFT","8","Adult ","central","half_A","half_C","CB",28
"VFT","8","Adult ","central","half_A","half_C","CB",28
"VFT","8","Adult ","central","half_A","half_C","CB",28
"VFT","8","Adult ","central","half_A","half_C","CB",28
"VFT","8","Adult ","central","half_A","half_C","T",1
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","SB",52
"VFT","8","Adult ","central","half_A","half_C","UL",1
"VFT","8","Adult ","central","half_A","half_C","UL",1
"VFT","8","Adult ","central",NA,NA,"CB",5
"VFT","8","Adult ","central",NA,NA,"CB",5
"VFT","8","Adult ","central",NA,NA,"CB",5
"VFT","8","Adult ","central",NA,NA,"CB",5
"VFT","8","Adult ","central",NA,NA,"CB",5
"VFT","8","Adult ","central",NA,NA,"CB",1
"VFT","8","Adult ","central",NA,NA,"T",1
"VFT","8","Adult ","central",NA,NA,"SB",16
"VFT","8","Adult ","central",NA,NA,"SB",16
"VFT","8","Adult ","central",NA,NA,"SB",16
"VFT","8","Adult ","central",NA,NA,"SB",16
"VFT","8","Adult ","central",NA,NA,"SB",16
"VFT","8","Adult ","central",NA,NA,"SB",16
"VFT","8","Adult ","central",NA,NA,"SB",16
"VFT","8","Adult ","central",NA,NA,"SB",16
"VFT","8","Adult ","central",NA,NA,"SB",16
