site,burial,sex,age,layer,section,quadrant,half_A_B,half_C_D,component,element_1,element_2,bone,area,side,P1,P2,P3,mosaic,longitudinal,transversal,curved,bulls_eye,deformation,twisting,concretion,red_brown,yellow,green,manganese,cm_0_1,cm_1_2,cm_2_3,cm_3_4,cm_4_5,over_cm_5,weight_gr,total_element,total_urn,total_section,total_half_A_B,total_half_C_D
VFT,7,ND,Adult (> 30 yrs),2,central,6,half_B,half_C,Lo,LL,D,Fe,I,I,,1,,,,1,,,1,,1,,,,,,,,,1,,2.98,1,2351,715,592,831
VFT,7,ND,Adult (> 30 yrs),2,central,8,half_A,half_D,F,LL,Oc,Il,I,I,,,1,,,,,,,,,,,,,,,1,,,,0.25,1,2351,715,946,707
VFT,7,ND,Adult (> 30 yrs),2,central,8,half_A,half_D,F,LL,Oc,Il,Ic,I,,,1,1,,1,,,,,,,,,,,,,,1,,0.73,1,2351,715,946,707
VFT,7,ND,Adult (> 30 yrs),2,central,8,half_A,half_D,Lo,LL,D,Fi,I,I,,1,,,,,,,1,,1,,,,,,,1,,,,1.28,1,2351,715,946,707
VFT,7,ND,Adult (> 30 yrs),2,central,8,half_A,half_D,F,CB,Cr,Mand,I,I,,,1,1,1,,,,1,,1,,,,,,,,1,,,2.16,1,2351,715,946,707
VFT,7,ND,Adult (> 30 yrs),2,central,8,half_A,half_D,Lo,LL,Ep,Fe,Di,I,,,1,,,,,,,,,,,,,,,1,,,,1.74,1,2351,715,946,707
VFT,7,ND,Adult (> 30 yrs),3,lower,9,half_A,half_C,Lo,LL,D,Fe,Las,I,,,1,1,,,,,,,1,,,,,,,,1,,,2.43,1,2351,592,946,831
VFT,7,ND,Adult (> 30 yrs),3,lower,9,half_A,half_C,Lo,LL,D,Fe,I,I,,,1,,,,,,,,1,1,,,,,,,,1,,3.3,1,2351,592,946,831
VFT,7,ND,Adult (> 30 yrs),3,lower,9,half_A,half_C,F,LL,Oc,Il,Ac,R,,,1,1,,,1,,,,,,,,,,,,,1,,2.27,1,2351,592,946,831
VFT,7,ND,Adult (> 30 yrs),3,lower,10,half_B,half_C,Lo,LL,D,Fi,I,I,,,1,,,,,,,,1,,,,,,,1,,,,0.75,1,2351,592,592,831
VFT,7,ND,Adult (> 30 yrs),3,lower,10,half_B,half_C,Ir,LL,Tar,Nav,I,I,,,1,1,,,,,,,,,,,,,,1,,,,0.84,1,2351,592,592,831
VFT,7,ND,Adult (> 30 yrs),3,lower,10,half_B,half_C,F,LL,Oc,Il,Ac,L,,,3,3,,,,,3,,3,,,,,,,,1,1,1,14.57,3,2351,592,592,831
VFT,7,ND,Adult (> 30 yrs),3,lower,10,half_B,half_C,F,LL,Oc,Il,I,I,,,1,1,1,,1,,1,,1,1,,,,,,1,,,,0.64,1,2351,592,592,831
VFT,7,ND,Adult (> 30 yrs),3,lower,10,half_B,half_C,Lo,LL,Ep,Fe,Di,I,,,1,1,,,,,,,1,,,,,,,,1,,,2.9,1,2351,592,592,831
VFT,7,ND,Adult (> 30 yrs),3,lower,11,half_B,half_D,Lo,LL,Ep,Fe,Di,I,,1,,1,,,,,,,,1,,,,,,,,1,,1.87,1,2351,592,592,707
VFT,7,ND,Adult (> 30 yrs),3,lower,11,half_B,half_D,Lo,LL,Ep,Fi,Di,R,,1,,1,,,,,,,,,,,,,,1,,,,1.13,1,2351,592,592,707
VFT,7,ND,Adult (> 30 yrs),3,lower,11,half_B,half_D,Ir,LL,Tar,Cun,Inter,R,,,1,,,,,,,,1,,,,,,1,,,,,0.38,1,2351,592,592,707
VFT,7,ND,Adult (> 30 yrs),3,lower,11,half_B,half_D,Lo,LL,Ep,V Mt,P,I,,,1,,,,,,,,1,,,,,,1,,,,,0.32,1,2351,592,592,707
VFT,7,ND,Adult (> 30 yrs),3,lower,12,half_A,half_D,Se,LL,Pat,Pat,I,L,,,1,1,1,1,1,,,,,1,,,,,,,1,,,2.48,1,2351,592,946,707
VFT,7,ND,Adult (> 30 yrs),3,lower,12,half_A,half_D,Lo,LL,Ep,IV Mt,P,R,,,1,,,1,,,,,,,,1,,,1,,,,,0.42,1,2351,592,946,707
VFT,7,ND,Adult (> 30 yrs),3,lower,12,half_A,half_D,F,UL,Sc,Sc,Lb,I,,,2,2,2,,,,,,2,,,,,,,,2,,,1.55,2,2351,592,946,707
VFT,7,ND,Adult (> 30 yrs),3,lower,12,half_A,half_D,Lo,LL,D,Fe,I,I,,,1,,1,1,,,,,1,1,,,,,,,,,1,2.7,1,2351,592,946,707
VFT,7,ND,Adult (> 30 yrs),3,lower,12,half_A,half_D,Lo,LL,Ep,Ti,Di,L,,1,,1,,1,,,,,,,,,,,,,1,,,2.12,1,2351,592,946,707
VFT,7,ND,Adult (> 30 yrs),3,lower,12,half_A,half_D,Lo,LL,Ep,Ti,Di,I,,,1,1,,,,,,,,,,,,,,1,,,,0.67,1,2351,592,946,707
VFT,15,ND,Adult (20-40 yrs),5,lower,20,half_A,half_D,Lo,UL,D,H,I,L,,,1,,1,1,1,,,,1,,,,,,,,,,1,16.46,1,2248,562,829,1004
