site,burial,sex,age,layer,section,quadrant,half_A_B,half_C_D,component,element_1,element_2,bone,area,side,P1,P2,P3,mosaic,longitudinal,transversal,curved,bulls_eye,deformation,twisting,concretion,red_brown,yellow,green,manganese,cm_0_1,cm_1_2,cm_2_3,cm_3_4,cm_4_5,over_cm_5,weight_gr,total_element,total_urn,total_section,total_half_A_B,total_half_C_D
NOGR,26n,ND,Adult (not-senile? 20-40?),4,central,15,half_B,half_D,Ir,UL,Car,Lun,I,R,,,1,1,1,,,,,,,,,,,,1,,,,,0.48,1,5489,3216,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),4,central,15,half_B,half_D,Ir,T,V,I,Ar,I,,,3,2,,1,,,2,,2,,,,,,3,,,,,1.24,3,5489,3216,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),4,central,15,half_B,half_D,Lo,L,Ep,Mc/Mt,Di,I,,,1,1,,,,,,,,,,,,,,1,,,,0.3,1,5489,3216,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),4,central,15,half_B,half_D,T,CB,T,I,Ro,I,,,1,,,1,,,,,,,,,,1,,,,,,0.1,1,5489,3216,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),4,central,15,half_B,half_D,T,CB,T,I,Cro,I,,,1,,,,,,,,,,,,,1,,,,,,0.15,1,5489,3216,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),4,central,15,half_B,half_D,Ir,T,V,Sac,I,I,,,1,1,,,,,,,1,,,,,,,1,,,,0.48,1,5489,3216,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),4,central,15,half_B,half_D,F,CB,Cr,I,I,I,,,15,5,,,,,,,,,,,,3,7,5,,,,5.95,15,5489,3216,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),4,central,15,half_B,half_D,F,T,R,I,I,I,,,9,,3,2,,,,,1,,,,,,6,3,,,,2.83,9,5489,3216,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),4,central,15,half_B,half_D,Lo,UL,D,H,I,I,,,10,3,1,3,1,,,,9,1,,,,,4,4,2,,,12.3,10,5489,3216,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),4,central,15,half_B,half_D,C,C,I,I,I,I,,,81,3,1,4,2,,,,4,,,,,41,29,6,5,,,18.85,81,5489,3216,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),4,central,15,half_B,half_D,S,SB,I,I,I,I,,,70,5,,,,,,,,,,,,48,20,1,1,,,9.81,70,5489,3216,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),4,central,16,half_A,half_D,F,CB,Cr,I,I,I,,,7,3,,,,,,,1,,1,,,,6,1,,,,3.15,7,5489,3216,2429,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),4,central,16,half_A,half_D,F,T,R,I,I,I,,,8,1,2,,,,,,,,,,,,4,2,1,1,,2.06,8,5489,3216,2429,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),4,central,16,half_A,half_D,F,T,R,I,P,R,,,1,1,,1,,,,,,,,,,,,,1,,,0.68,1,5489,3216,2429,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),4,central,16,half_A,half_D,F,CB,Cr,Max/Mand,I,I,,,2,1,,,,,,,,,,,,,2,,,,,0.55,2,5489,3216,2429,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),4,central,16,half_A,half_D,Lo,LL,D,Fe,I,I,,,1,1,,,1,,1,,1,,,,,,,,,,1,6.75,1,5489,3216,2429,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),4,central,16,half_A,half_D,C,C,I,I,I,I,,,72,2,,,4,,,,4,,,,1,34,27,8,3,,,15.79,72,5489,3216,2429,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),4,central,16,half_A,half_D,Lo,UL,Ep,H,Di,I,,,1,1,,,,,,,,,,,,,1,,,,,0.33,1,5489,3216,2429,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),4,central,16,half_A,half_D,Lo,LL,Ep,Mt,Di,I,,,2,1,,,,,,,,,,,,,2,,,,,0.8,2,5489,3216,2429,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),4,central,16,half_A,half_D,S,SB,I,I,I,I,,,33,1,,,,,,,,,,,,19,11,1,,,,3.72,31,5489,3216,2429,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),4,central,16,half_A,half_D,Lo,UL,Ep,Mc,Di,I,,,1,1,1,1,1,,,,,,,,,,,1,,,,0.69,1,5489,3216,2429,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,17,half_A,half_C,F,CB,Cr,I,I,I,,,23,4,,,,,,,2,,,,,2,16,5,,,,8.7,23,5489,3216,2429,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,17,half_A,half_C,F,T,R,I,I,I,,,8,1,,1,,,,,,,,,,1,6,,1,,,1.38,8,5489,3216,2429,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,17,half_A,half_C,F,LL,Oc,Il,I,I,,,1,1,,,1,,,,,,,,,,,,,1,,0.76,1,5489,3216,2429,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,17,half_A,half_C,Lo,UL,Ep,H,Di,R,,,1,1,,,1,,,,,,,,,,,,1,,,3.85,1,5489,3216,2429,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,17,half_A,half_C,Ir,T,V,Sc,Al,L,,,1,,,,,,,,,,,,,,,,,1,,3.59,1,5489,3216,2429,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,17,half_A,half_C,Ir,T,V,I,Tp/Tor,R,,,1,1,1,,1,,,,,,,,,,,1,,,,1.15,1,5489,3216,2429,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,17,half_A,half_C,Ir,T,V,I,Ar,I,,,2,2,,,1,,,,,,,,,,2,,,,,0.8,2,5489,3216,2429,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,17,half_A,half_C,Ir,T,V,I,Sp,I,,,1,,,,,,,,,,,,,,1,,,,,0.17,1,5489,3216,2429,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,17,half_A,half_C,Lo,UL,Ep,Ph/Ha,I,I,,,2,,,,,,,,,,,,,1,1,,,,,0.26,2,5489,3216,2429,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,17,half_A,half_C,Lo,LL,Ep,I Mt,Di,R,,,1,1,,,,,,,,,,,,,1,,,,,0.27,1,5489,3216,2429,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,17,half_A,half_C,Ir,LL,Tar,Cal,Inf,I,,,1,1,1,,,,,,,,,,,,,,1,,,2.83,1,5489,3216,2429,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,17,half_A,half_C,Lo,UL,D,H,I,I,,,4,2,,,4,,,,1,,,,,,,3,1,,,7.51,4,5489,3216,2429,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,17,half_A,half_C,S,SB,I,I,I,I,,,77,4,,,,,,,,,,,,51,21,4,1,,,8.73,77,5489,3216,2429,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,17,half_A,half_C,C,C,I,I,I,I,,,109,5,,3,3,,1,,5,,,,,49,47,8,2,3,,27.34,109,5489,3216,2429,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,18,half_B,half_C,Ir,T,V,I,Bod,I,,,3,3,,,,,,,,,,,,,3,,,,,2.28,3,5489,3216,2999,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,18,half_B,half_C,Ir,T,V,I,Sp,I,,,1,1,1,,,,,,,,,,,,1,,,,,0.31,1,5489,3216,2999,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,18,half_B,half_C,Lo,UL,Ep,Ph/Ha,Di,I,,,1,,,,,,,,,,,,,,1,,,,,0.19,1,5489,3216,2999,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,18,half_B,half_C,F,T,St,St,Cor,I,,,1,,,,,,,,,,,,,,,1,,,,0.49,1,5489,3216,2999,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,18,half_B,half_C,F,T,St,Man,I,I,,,1,,,,,,,,,,,,,,,1,,,,0.37,1,5489,3216,2999,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,18,half_B,half_C,Ir,T,V,I,Ar,I,,,1,1,1,,,,,,,,,,,,1,,,,,0.35,1,5489,3216,2999,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,18,half_B,half_C,Lo,L,Ep,Mc/Mt,Di,I,,,1,1,,,,,,,,,,,,1,,,,,,0.13,1,5489,3216,2999,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,18,half_B,half_C,F,CB,Cr,Fr,Or,I,,,1,,,,,,,,,,,,,,1,,,,,0.35,1,5489,3216,2999,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,18,half_B,half_C,Ir,UL,Car,Trap,I,L,,,1,1,,,1,,,,,,,,,,1,,,,,0.4,1,5489,3216,2999,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,18,half_B,half_C,T,CB,T,M,Ro,I,,,5,,,,3,,,,1,,,,,2,3,,,,,0.71,5,5489,3216,2999,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,18,half_B,half_C,F,CB,Cr,I,I,I,,,26,2,,,,,4,,3,,,,,3,18,4,1,,,10.96,26,5489,3216,2999,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,18,half_B,half_C,F,T,R,I,I,I,,,32,1,4,1,1,,,,1,2,,,,,16,10,3,1,,7.14,30,5489,3216,2999,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,18,half_B,half_C,F,T,R,I,P,R,,,1,1,,1,,,,,1,,,,,,,1,,,,0.69,1,5489,3216,2999,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,18,half_B,half_C,Ir,T,V,C1,Ar,I,,,1,1,,1,,,,,,,,,,,,1,,,,0.48,1,5489,3216,2999,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,18,half_B,half_C,Lo,UL,D,H,I,I,,,10,6,2,1,10,,2,,9,,2,,,,2,2,2,3,1,29.94,10,5489,3216,2999,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,18,half_B,half_C,S,SB,I,I,I,I,,,135,6,,,,,,,1,,,,,88,42,5,,,,15.1,135,5489,3216,2999,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,18,half_B,half_C,C,C,I,I,I,I,,,171,4,,6,3,,,,8,,,,,81,62,17,9,2,,43.88,171,5489,3216,2999,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,18,half_B,half_C,Lo,LL,D,Ti,I,I,,,2,2,,,2,,,,2,,,,,,,,2,,,5.24,2,5489,3216,2999,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,18,half_B,half_C,C,C,I,I,I,I,,,,,,,,,,,,,,,,,,,,,,2.36,0,5489,3216,2999,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,19,half_B,half_D,F,CB,Cr,Te,Pp,L,,,1,,,1,,,,,,,,,,,,,1,,,3.57,1,5489,3216,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,19,half_B,half_D,Ir,T,V,Sac,I,I,,,2,,,,1,,,,,,,,,,,,1,1,,7.01,2,5489,3216,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,19,half_B,half_D,Lo,LL,D,Fi,I,I,,,1,1,1,1,1,,1,,1,,,,,,,,,,1,5.19,1,5489,3216,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,19,half_B,half_D,Lo,LL,D,Ti,I,I,,,2,,,1,2,,,,2,,,,,,,1,1,,,5.91,2,5489,3216,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,19,half_B,half_D,Lo,UL,Ep,Cl,P,I,,,1,,,,,,,,,,,,,,,1,,,,1.13,1,5489,3216,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,19,half_B,half_D,Lo,UL,Ph,Ph/Ha,P,I,,,1,1,1,,,,,,,,,,,1,,,,,,0.3,1,5489,3216,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,19,half_B,half_D,Lo,L,D,Mc/Mt,I,I,,,1,,,,1,,,,1,,,,,,1,,,,,0.37,1,5489,3216,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,19,half_B,half_D,Lo,L,Ep,Mc/Mt,Di,I,,,1,1,,,,,,,,,,,,,1,,,,,0.16,1,5489,3216,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,19,half_B,half_D,Ir,T,V,I,Ar,I,,,1,1,1,,,,,,,,,,,,1,,,,,0.61,1,5489,3216,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,19,half_B,half_D,Ir,T,V,I,Sp,I,,,1,1,,,1,,,,,,,,,,1,,,,,0.61,1,5489,3216,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,19,half_B,half_D,F,LL,Oc,Il,Ac,I,,,1,1,,,,,,,,,,,,,,1,,,,1.14,1,5489,3216,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,19,half_B,half_D,Ir,T,V,I,Bod,I,,,4,,,1,,,,,,,,,,,1,2,1,,,3.47,4,5489,3216,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,19,half_B,half_D,Ir,T,V,I,Tp,I,,,1,1,,,,,,,,,,,,1,,,,,,0.22,1,5489,3216,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,19,half_B,half_D,T,CB,T,I,Ro,I,,,1,,,,,,,,,,,,,,1,,,,,0.12,1,5489,3216,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,19,half_B,half_D,T,CB,T,I,Cro,I,,,1,,,,,,,,,,,,,1,,,,,,0.13,1,5489,3216,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,19,half_B,half_D,T,CB,T,I,Cro,I,,,1,,,,,,,,,,,,,1,,,,,,0.09,1,5489,3216,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,19,half_B,half_D,F,CB,Cr,Mand,Con,R,,,2,2,,,1,,1,,1,,,,,,,1,,1,,2.9,2,5489,3216,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,19,half_B,half_D,F,CB,Cr,I,I,I,,,23,3,,,1,,2,,3,,,,,4,13,4,2,,,10.42,23,5489,3216,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,19,half_B,half_D,F,T,R,I,I,I,,,10,,,1,1,,,,,,,,,2,2,5,1,,,3.16,10,5489,3216,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,19,half_B,half_D,F,T,R,I,I,R,,,1,,1,,,,,,1,,,,,,,,,,1,2.15,1,5489,3216,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,19,half_B,half_D,S,SB,I,I,I,I,,,98,4,,,,,,,,,,,,56,38,3,1,,,13.08,98,5489,3216,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,19,half_B,half_D,C,C,I,I,I,I,,,109,3,,7,,,1,,8,,,,,48,43,15,3,,,27.15,109,5489,3216,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,19,half_B,half_D,C,C,I,I,I,I,,,,,,,,,,,,,,,,,,,,,,2.15,0,5489,3216,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,20,half_A,half_D,Ir,T,V,I,Ar,I,,,5,5,,,,,,,,,,,,,4,1,,,,2.13,5,5489,3216,2429,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,20,half_A,half_D,Ir,T,V,I,Bod,I,,,2,,1,1,,,,,,,,,,,2,,,,,1.18,2,5489,3216,2429,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,20,half_A,half_D,Ir,T,V,I,Ar,R,,,1,1,,1,,,,,,,,,,,,,1,,,0.82,1,5489,3216,2429,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,20,half_A,half_D,Lo,UL,Ep,Ra,P,L,,,1,1,,,,,,,,,,,,,1,,,,,1.04,1,5489,3216,2429,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,20,half_A,half_D,Lo,UL,Ph,Ph/Ha,Me,I,,,1,1,1,1,,,,1,,,,,,,,1,,,,0.61,1,5489,3216,2429,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,20,half_A,half_D,Lo,UL,Ph,Ph/Ha,P,I,,,1,1,1,,,,1,,,,,,,,1,,,,,0.33,1,5489,3216,2429,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,20,half_A,half_D,Lo,LL,Ph,I Ph/Fo,P,I,,,1,1,,,,,,,,,,,,,1,,,,,0.81,1,5489,3216,2429,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,20,half_A,half_D,Lo,LL,Ph,V Ph/Fo,Me,L,,,1,1,,,,,,,,,,,,1,,,,,,0.16,1,5489,3216,2429,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,20,half_A,half_D,Lo,LL,Ep,Mt,Di,I,,,1,1,,,,,,,,,,,,,1,,,,,0.41,1,5489,3216,2429,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,20,half_A,half_D,Lo,UL,Ph,Ph/Ha,I,I,,,1,,,,,,,,,,,,,,1,,,,,0.07,1,5489,3216,2429,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,20,half_A,half_D,T,CB,T,In,I,I,,,1,1,1,,1,,,,,,,,,,1,,,,,0.3,1,5489,3216,2429,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,20,half_A,half_D,T,CB,T,I,Ro,I,,,1,,,,1,,,,,,,,,,1,,,,,0.23,1,5489,3216,2429,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,20,half_A,half_D,F,UL,Sc,Sc,I,I,,,1,,,,1,,1,,1,,,,,,,,,1,,2.58,1,5489,3216,2429,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,20,half_A,half_D,F,CB,Cr,I,I,I,,,16,1,,,,,,,1,,,,,7,9,1,,,,4.03,17,5489,3216,2429,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,20,half_A,half_D,F,T,R,I,I,I,,,7,,1,,1,,,,,,,,,,3,1,1,,,1.34,5,5489,3216,2429,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,20,half_A,half_D,S,SB,I,I,I,I,,,68,4,1,1,1,,,,,,,,,35,29,3,1,,,12.11,68,5489,3216,2429,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,20,half_A,half_D,Lo,LL,D,Fe,I,I,,,5,3,,,1,,,,5,,,,,,,,2,,3,17.59,5,5489,3216,2429,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,20,half_A,half_D,Lo,LL,D,Fe,I,I,,,1,,,,1,,1,,1,,,,,,,,,1,,4.39,1,5489,3216,2429,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),5,central,20,half_A,half_D,C,C,I,I,I,I,,,77,,,5,1,,,,4,,,,,29,34,10,4,,,24.52,77,5489,3216,2429,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,21,half_A,half_C,F,CB,Cr,Mand,Con,L,,,1,1,1,,1,,1,1,1,1,,,,,,1,,,,1.99,1,5489,1240,2429,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,21,half_A,half_C,F,CB,Cr,I,I,I,,,17,5,,,,,5,,3,1,,,,,9,3,1,2,,9.74,15,5489,1240,2429,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,21,half_A,half_C,Ir,UL,Car,Sca,I,R,,,1,1,,,,,,,,,,,,,,1,,,,0.8,1,5489,1240,2429,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,21,half_A,half_C,Ir,T,V,I,Bod,I,,,3,,2,1,,,,,,,,,,,2,1,,,,2.38,3,5489,1240,2429,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,21,half_A,half_C,F,LL,Oc,Isch,It,L,,,1,1,1,,1,,1,,,,,,,,,,1,,,7.69,1,5489,1240,2429,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,21,half_A,half_C, Lo,UL,Ep,H,P,I,,,15,6,,,,,,,,,,,,6,6,4,,,,6.96,16,5489,1240,2429,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,21,half_A,half_C,Lo,LL,Ep,Ti,P,I,,,2,2,1,,,,1,,,,,,,,,2,,,,2.18,2,5489,1240,2429,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,21,half_A,half_C,Lo,LL,D,Ti,I,I,,,2,2,2,,,,2,,1,,,,,,,,,,2,6.57,2,5489,1240,2429,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,21,half_A,half_C,Lo,LL,D,Fe,Lt,R,,,1,1,1,1,1,1,1,,1,,,,,,,,,,1,6.73,1,5489,1240,2429,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,21,half_A,half_C,Lo,LL,D,Fe,I,I,,,12,4,1,3,7,,,,1,,,,,1,3,2,4,1,1,20.03,12,5489,1240,2429,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,21,half_A,half_C,F,T,R,I,I,I,,,22,2,2,1,4,,,,4,,,,,,11,5,4,1,1,10.67,22,5489,1240,2429,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,21,half_A,half_C,S,SB,I,I,I,I,,,38,3,,,,,,,,,,,,19,18,1,,,,3.89,38,5489,1240,2429,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,21,half_A,half_C,C,C,I,I,I,I,,,78,2,1,4,2,,3,,9,2,,,,28,36,7,3,2,2,26.91,78,5489,1240,2429,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,21,half_A,half_C,Lo,UL,Ep,Ra,Di,R,,,1,1,,,,,1,,1,,,,,,,,1,,,1.86,1,5489,1240,2429,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,22,half_B,half_C,Ir,T,V,Sac,Al,R,,,2,2,2,,,,,,,,,,,,,,2,,,6.67,2,5489,1240,2999,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,22,half_B,half_C,F,LL,Oc,Il,I,I,,,1,1,1,,1,,,,1,,,,,,,,,1,,3.09,1,5489,1240,2999,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,22,half_B,half_C,F,UL,Sc,Sc,Ss,I,,,1,,1,,1,,,,,,,,,,,1,,,,1.24,1,5489,1240,2999,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,22,half_B,half_C,Ir,T,V,I,Sp,I,,,1,,1,,1,,,,,,,,,,,1,,,,1.16,1,5489,1240,2999,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,22,half_B,half_C,Ir,T,V,I,Ar,I,,,2,2,1,1,,,,,,,,,,,2,,,,,1.16,2,5489,1240,2999,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,22,half_B,half_C,Lo,LL,Ep,Mt,Di,I,,,1,1,,,,,,,,,,,,,1,,,,,0.4,1,5489,1240,2999,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,22,half_B,half_C,Lo,LL,D,Fi,I,I,,,1,1,,1,,,,,1,,,,,,,,,1,,1.79,1,5489,1240,2999,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,22,half_B,half_C,F,T,R,I,I,I,,,10,1,1,1,3,,,,1,,,,,3,6,,1,,,2.15,10,5489,1240,2999,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,22,half_B,half_C,F,CB,Cr,I,I,I,,,1,,,,,,,,,,,,,,1,,,,,0.74,1,5489,1240,2999,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,22,half_B,half_C,F,CB,Cr,Mand,Myl,L,,,1,1,,1,,,,,,,,,,,,1,,,,1.02,1,5489,1240,2999,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,22,half_B,half_C,F,CB,Cr,I,I,I,,,13,2,,,,,1,,,,,,,2,6,3,2,,,5.63,13,5489,1240,2999,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,22,half_B,half_C,F,CB,Cr,I,I,I,,,2,,,,,,1,,1,,,,,,1,1,,,,0.55,2,5489,1240,2999,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,22,half_B,half_C,F,LL,Oc,Pub,Ps,R,,,1,1,,,,,,,,,,,,,,1,,,,0.82,1,5489,1240,2999,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,22,half_B,half_C,Se,LL,Pat,Pat,I,I,,,2,2,,,1,,,,,,,,,,1,1,,,,2.08,2,5489,1240,2999,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,22,half_B,half_C,Lo,LL,D,Mt,I,I,,,1,1,1,,,,1,,,,,,,,,1,,,,0.99,1,5489,1240,2999,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,22,half_B,half_C,C,C,I,I,I,I,,,38,2,,3,3,,2,,4,1,,,,17,14,3,3,1,,13.9,38,5489,1240,2999,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,22,half_B,half_C,C,C,I,I,I,I,,,1,,,,,,,,,,,,,1,,,,,,0.1,1,5489,1240,2999,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,22,half_B,half_C,Lo,LL,D,Fe,I,I,,,2,1,1,1,1,1,2,,2,,,,,,,,,1,1,21.12,2,5489,1240,2999,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,22,half_B,half_C,S,SB,I,I,I,I,,,52,6,,,,,,,,,,,,,27,2,,,,8.36,29,5489,1240,2999,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,22,half_B,half_C,Ir,LL,Tar,Cub,Lat,R,,,1,1,,,1,,1,,,,,,,,,1,,,,1.04,1,5489,1240,2999,3251
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,23,half_B,half_D,F,UL,Sc,Sc,Cop,L,,,1,1,,,1,,,,,,,,,,,,1,,,1.6,1,5489,1240,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,23,half_B,half_D,Lo,LL,Ep,Fi,Di,R,,,1,1,1,,,,,,,,,,,,,,,,1,4.23,1,5489,1240,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,23,half_B,half_D,F,LL,Oc,Il,Ic,I,,,1,1,,1,1,,,,,,,,,,,,,1,,1.33,1,5489,1240,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,23,half_B,half_D,Ir,T,V,I,Bod,I,,,7,3,,1,,,,,,,,,,,4,3,,,,6.85,7,5489,1240,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,23,half_B,half_D,Ir,T,V,I,Ar,I,,,1,,,,1,,,,,,,,,,,,1,,,1.56,1,5489,1240,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,23,half_B,half_D,Ir,T,V,L3,Bod,I,,,1,,1,1,,,,,,,,,,,,,,1,,12.62,1,5489,1240,2999,2177
NOGR,26n,ND,Adult (not-senile? 20-40?),6,lower,23,half_B,half_D,T,CB,T,I,Ro,I,,,2,,,1,,,,,,,,,,,2,,,,,0.46,2,5489,1240,2999,2177
